,10,11,12,13,21,22,23,31,32,9,2
0,0.0,0.00946353,0.00946353,0.00630902,0.00946353,0.01261804,0.00946353,0.00630902,0.00630902,-0.117737405,0.048338186
3600,0.0,0.00946353,0.00946353,0.00630902,0.00946353,0.01261804,0.00946353,0.00630902,0.00630902,-0.11662736,0.04722813
7200,0.0,0.0113562355,0.0113562355,0.0075708246,0.0113562355,0.015141649,0.0113562355,0.0075708246,0.0075708246,-0.115925774,0.032646727
10800,0.0,0.0113562355,0.0113562355,0.0075708246,0.0113562355,0.015141649,0.0113562355,0.0075708246,0.0075708246,-0.11516379,0.031884726
14400,0.0,0.013248942,0.013248942,0.008832628,0.013248942,0.017665256,0.013248942,0.008832628,0.008832628,-0.11481502,0.01765612
18000,0.0,0.013248942,0.013248942,0.008832628,0.013248942,0.017665256,0.013248942,0.008832628,0.008832628,-0.114398405,0.017239496
21600,0.0,0.015141649,0.015141649,0.010094432,0.015141649,0.020188864,0.015141649,0.010094432,0.010094432,-0.11439065,0.0033519017
25200,0.0,0.015141649,0.015141649,0.010094432,0.015141649,0.020188864,0.015141649,0.010094432,0.010094432,-0.114311144,0.0032723933
28800,0.0,0.013248942,0.013248942,0.008832628,0.013248942,0.017665256,0.013248942,0.008832628,0.008832628,-0.113832906,0.016673993
32400,0.0,0.013248942,0.013248942,0.008832628,0.013248942,0.017665256,0.013248942,0.008832628,0.008832628,-0.1134361,0.016277198
36000,0.0,0.0113562355,0.0113562355,0.0075708246,0.0113562355,0.015141649,0.0113562355,0.0075708246,0.0075708246,-0.11264617,0.029367113
39600,0.0,0.0113562355,0.0113562355,0.0075708246,0.0113562355,0.015141649,0.0113562355,0.0075708246,0.0075708246,-0.111941166,0.028662104
43200,0.0,0.00946353,0.00946353,0.00630902,0.00946353,0.01261804,0.00946353,0.00630902,0.00630902,-0.11085172,0.041452505
46800,0.0,0.00946353,0.00946353,0.00630902,0.00946353,0.01261804,0.00946353,0.00630902,0.00630902,0.0,-0.069399275
50400,0.0,0.0075708246,0.0075708246,0.005047216,0.0075708246,0.010094432,0.0075708246,0.005047216,0.005047216,0.0,-0.055519424
54000,0.0,0.0075708246,0.0075708246,0.005047216,0.0075708246,0.010094432,0.0075708246,0.005047216,0.005047216,0.0,-0.055519424
57600,0.0,0.0056781177,0.0056781177,0.0037854123,0.0056781177,0.0075708246,0.0056781177,0.0037854123,0.0037854123,0.0,-0.04163958
61200,0.0,0.0056781177,0.0056781177,0.0037854123,0.0056781177,0.0075708246,0.0056781177,0.0037854123,0.0037854123,0.0,-0.04163958
64800,0.0,0.0037854123,0.0037854123,0.002523608,0.0037854123,0.005047216,0.0037854123,0.002523608,0.002523608,0.0,-0.027759736
68400,0.0,0.0037854123,0.0037854123,0.002523608,0.0037854123,0.005047216,0.0037854123,0.002523608,0.002523608,0.0,-0.027759736
72000,0.0,0.0056781177,0.0056781177,0.0037854123,0.0056781177,0.0075708246,0.0056781177,0.0037854123,0.0037854123,0.0,-0.041639578
75600,0.0,0.0056781177,0.0056781177,0.0037854123,0.0056781177,0.0075708246,0.0056781177,0.0037854123,0.0037854123,0.0,-0.041639578
79200,0.0,0.0075708246,0.0075708246,0.005047216,0.0075708246,0.010094432,0.0075708246,0.005047216,0.005047216,0.0,-0.055519417
82800,0.0,0.0075708246,0.0075708246,0.005047216,0.0075708246,0.010094432,0.0075708246,0.005047216,0.005047216,-0.12046598,0.0649466
86400,0.0,0.00946353,0.00946353,0.00630902,0.00946353,0.01261804,0.00946353,0.00630902,0.00630902,-0.11938201,0.049982782
