,10,15,20,35,40,50,60,601,61,101,103,105,107,109,111,113,115,117,119,120,121,123,125,127,129,131,139,141,143,145,147,149,151,153,157,159,161,163,164,166,167,169,171,173,177,179,181,183,184,185,187,189,191,193,195,197,199,201,203,204,205,206,207,208,209,211,213,215,217,219,225,229,231,237,239,241,243,247,249,251,253,255,257,259,261,263,265,267,269,271,273,275,1,2,3,River,Lake,leak
0,-0.4500734759301608,28.593627041573278,8.83920536538696,40.61246853768207,3.992880287885953,7.162799844518439,63.706434943578074,92.18789238036766,92.18789238036766,31.553926524069844,31.239680277097932,36.066799804976654,38.04603035168695,38.158800565064915,41.48607093305774,43.93671919648061,40.513602291868665,41.584054362044725,47.41259896090373,47.28085416424119,49.68566568608059,47.08173430367709,45.545522822518485,31.315078935512116,32.835409622248186,46.545231643782316,37.208593388632444,44.21430943823285,43.50896812223225,45.50044428938405,40.448299458849455,41.329435188301886,37.16855414604428,27.23093032553783,43.28610536369012,44.42712227189917,44.34269130641651,43.898148258476525,43.89814671777706,46.03174169451648,46.376138826780775,46.37636662993368,45.74119831101051,45.73449544854682,41.98023861152745,41.97607953263749,41.986041981143856,41.06270097579708,39.1640454205959,39.34282922751864,40.62405940901604,43.309047405693086,36.89622229556403,39.059247268944866,39.84285051194041,37.5087215868875,43.5350546377632,42.67067174056714,42.04148219671076,37.95776583909979,36.51514116295495,42.3350623703403,39.95820681088667,37.69331213411306,43.05867579910252,40.27494394979665,40.25492379785928,40.196061845447964,40.49479208393365,41.100875257263866,39.88330669591716,39.16013340785425,40.83523487562424,38.12578353828664,38.43065794127502,38.43068190592204,38.12575871196754,36.907814950251314,36.90781479105666,33.253677749672626,31.461083342090838,34.220521123259026,41.147582705465936,38.57632248914807,45.714834418077864,45.66488696111977,45.03370780769714,38.1515479972729,44.650843437884426,42.62301599248223,40.47754077111033,39.65527633417072,3.9928799999999995,7.162799999999997,8.839199999999998,0.0,0.0,0
3600,28.220103648164617,28.817613967981593,9.099181332427612,41.44528621888223,4.191188683890097,6.752902525291546,63.74709088607738,92.46079895810799,92.46079895810799,39.75916618851448,38.65466670762324,41.00743857489158,42.76978831527718,43.80829925164063,44.98119050609825,46.83331839639918,44.00396136333184,44.6547040764331,48.35693219555199,48.954081388517835,50.481850613813286,47.86143059982701,46.244725622045884,31.718896869281192,33.23854861109295,46.942289831047155,37.513291692479996,44.4745298379846,43.73295504864056,45.768352367788836,40.74491508475422,41.640864460212775,37.701357909363686,27.759255819204586,44.228266375267545,45.373722868475035,45.29637656620818,44.84645627583606,44.84645322216553,46.980043260872044,47.28961869892334,47.29007068292735,46.59010278465316,46.58200269931172,42.809345736040434,42.80266307351762,42.819016460356075,41.92457879945451,40.07092465641433,40.31486924270964,41.885481907377574,44.45902200733196,38.8523409529061,40.990582219832746,41.75340277576231,39.88830262343183,44.05114018849137,43.15210295849044,42.52097466025637,39.117306881612734,37.01202776928217,42.57555397333906,40.32893425386376,37.786203228383954,42.89543731021243,40.025784593914075,39.9814721250438,39.86467239777581,40.15742836706708,40.76005008286188,39.544087309147834,38.799411549747816,40.47323497100068,37.76979103293237,38.06388183597517,38.063849796159026,37.75880537364694,36.53936594834803,36.53938189307371,32.88185606131228,31.046861010226714,33.822281431356124,43.73479839875883,41.31120441487305,48.920518388006776,48.99042684720535,45.96773560151164,39.64224239825583,45.69226615083822,43.46149102209625,40.97789933975267,40.12694941006426,4.19118757549878,6.752902672673805,9.099172550788765,0.0,0.0,1
7200,28.720275566217246,29.91563574080238,9.438530369963502,42.33398424423547,4.603308825473626,6.354778340147519,63.787909190189886,92.73598216534914,92.73598216534914,41.374921015788594,40.32067792719277,42.39350969826352,44.16098378208103,45.4735974229605,46.27547742843679,48.03378467181842,45.23711273745361,45.700454146007694,49.2507972590693,49.875790685300096,51.28240190436574,48.64542741043553,46.977229466239784,32.20534526810411,33.726038380323395,47.434796902177666,38.35011726482494,45.54355025193933,44.83097682146135,46.88731651201907,41.87933848650245,42.77919660116553,38.804165938808815,28.859620596416175,45.138116856513584,46.29979288310152,46.23028047292552,45.77806128658596,45.77805948120274,47.91165359417641,48.20969782144448,48.20996483344783,47.494864867375746,47.486728195052244,43.693099298699785,43.68126779870265,43.70774464383122,42.81464814071957,40.98395199044949,41.232152052939966,42.841213753486244,45.40423324128556,39.90780327735162,42.04199883900343,42.80232104099682,41.01892023609557,44.9471872208115,44.04380077679652,43.41309682836641,40.0595021711172,37.89827957100405,43.292516412568986,41.14446065319541,38.39145990631109,43.3068520269245,40.37188046470585,40.332580984133415,40.26358606023233,40.56127143061313,41.16674921246169,39.949461494559024,38.922547348816416,40.59742529181985,37.85014119221836,38.058032132547794,38.05717432379185,37.75222992703238,36.5086412742766,36.50879923719646,32.82694323026523,30.90682591048823,33.66905896422197,44.69930269602261,42.297018907299005,49.96917701124168,50.06148111082642,46.892378334167056,40.622789096025926,46.62888935038559,44.354790659027316,41.86686694854554,41.00942006754307,4.603307108872478,6.354778315227499,9.438518095768586,0.0,0.0,1
10800,28.82452009336901,30.316261950982934,9.84521780866391,42.710001819745145,5.125622981248597,6.505248151925841,63.80698602190356,92.8650053545202,92.8650053545202,41.71133065931754,40.66562532889016,42.7607796832268,44.53008015212053,45.835662661926285,46.650348022617976,48.40920382943166,45.612264893385316,46.075686364817926,49.62598677478937,50.2508157497958,51.65696097865408,49.01224958734188,47.357348209544625,32.602950782362825,34.12366185467167,47.83260301250606,38.74926001372772,45.94297060332736,45.2316030316419,47.28613176161751,42.276926645144556,43.17617806229299,39.19273552945892,29.248242394801427,45.51266785976266,46.67321148114381,46.602791670586974,46.150323305132694,46.15032154520095,48.283915806504815,48.58084582599609,48.58110610465307,47.86459367410816,47.85623377467809,44.07120583252385,44.06122593054535,44.0837622193409,43.192612180830594,41.34679830339179,41.60249253606742,43.2143399416209,45.7777774259538,40.28314207773474,42.417304713213355,43.17756750434686,41.394432837240345,45.26374312011281,44.352584464436084,43.72036683983974,40.43164761028038,38.21397242851128,43.58007802295661,41.44526298445613,38.6640153736821,43.553367469878076,40.609631114238766,40.56993499754843,40.50268022151811,40.80054502824308,41.406126774599436,40.18879082713137,39.13214944965745,40.807065778766045,38.056411285582335,38.253266050533945,38.25229428020493,37.94735352460335,36.7003305946408,36.700506316515245,33.01461067039391,31.077254232911137,33.839007251155564,45.07393934525796,42.67147414427527,50.343517037117564,50.43521070593926,47.26392281370594,40.99659122564343,47.00186291011647,44.72909989503353,42.1826482657808,41.317399946563725,5.125621450206964,6.50524811332081,9.845205750078193,0.0,0.0,1
14400,29.59386087733821,31.853653701050376,10.248034344201784,44.15658455741475,5.6165611940853495,6.696665189896102,63.87038369588493,93.29571265594511,93.29571265594511,44.1902573271815,43.21639454996842,44.96449079715838,46.73451009823036,48.39537210214804,48.65432321433268,50.309111100735,47.52214802907338,47.74128061989428,51.008254353245164,51.79088807541189,52.903653033020795,50.23322975673398,48.48232595743287,33.280866537030946,34.80291223420008,48.516750821415854,39.91604132665511,47.43948370686678,46.768994781709345,48.873150251350815,43.896189348896776,44.805022742651595,40.80659549363551,30.857726361959646,46.930464660867436,48.132106320268875,48.08526336316474,47.634962132045224,47.634961591604636,49.76855983166178,50.071585018194874,50.07166473268173,49.34532053066013,49.33751303176409,45.50827448301884,45.48785947048846,45.53051551013999,44.64260629698532,42.86368402217918,43.10272407123231,44.76884298188096,47.3032656698764,42.01943281249706,44.152605148097784,44.907493284516576,43.21856681878005,46.87605224186086,45.97358697738405,45.342458679149985,41.96704355892294,39.83564656969031,45.18166330327118,43.070937127790295,40.23829995550039,45.08027739384851,42.120361794905925,42.095418889636946,42.07482627418681,42.3775027147822,42.985872305551176,41.76724307240891,40.47500359478688,42.150949268950846,39.312548074169285,39.3915669140865,39.38922894201279,39.08438583048707,37.79463671813521,37.795002033727606,34.053122625499654,31.81921029740314,34.56809109857193,46.671716474362,44.2969251193649,52.042868603956144,52.171356113508075,48.75380419967859,42.59616671032687,48.52144516973195,46.18538127751187,43.80165809165452,42.93893321301186,5.616558443850856,6.696664778012476,10.248015755494905,0.0,0.0,1
18000,28.96438477227411,36.02734843933887,10.440792953872105,42.638257098925884,6.0312342282017894,7.221279151542532,65.79666320306927,65.79631801703752,65.79597283100577,42.162500756019334,41.14290666439196,42.734265286544215,44.498641641958685,46.239957704347866,46.48894990345983,48.241760487326914,45.31121620504056,45.46072835858295,48.62063172372609,49.44022462937565,50.33542875721715,46.7451870045764,46.37395581081829,32.670677290871254,34.19295935184321,47.905880440924044,39.491918455775824,47.156434149474364,48.53745104502326,48.18110597233539,42.93567175358175,43.73568459241771,38.79218832093099,28.83897477585219,44.698268920696925,46.11806224235836,46.221527875729535,45.804257415013375,45.80425664595143,47.937854140335965,48.379638494510736,48.37975203816637,47.74528271179374,47.737807689022176,44.012072698280825,44.012056504431484,44.01225598483932,43.132799871623625,41.31585864084188,41.5477376567344,43.08732165916555,45.627039901011166,40.13461812623231,42.26775902744506,43.023095930575494,41.250217832673016,45.35521040484388,44.45980007457692,43.827582449980575,40.33007073736459,38.33287853227654,43.90447968343122,41.66570849811454,39.106233938342925,44.20003261272133,41.32489998359778,41.303411176414166,41.274076818010485,41.5758518328422,42.18369913871894,40.96531219284707,39.953509001267555,41.62926183230813,38.86517213684528,39.07459050635866,39.073669514302644,38.768808108610045,37.52250595834523,37.52266064091221,33.835045133235255,31.87853055257939,34.629822858607604,44.352027752655694,41.98471198336873,49.7584725041495,49.889045098619825,47.01534452336546,40.827956631323545,46.84313556860395,44.64422128340699,42.29529853672491,41.43794823669209,6.0312339434274875,7.221279060702294,10.440793445709993,0.0,0.0,1
21600,29.050665363087994,36.13592817623994,10.369538658323066,42.85403765548695,6.228373923022282,7.527051247784769,65.81468259559287,65.81434234756651,65.81400209954015,42.440711456582484,41.42860389997182,42.98866886065903,44.752590320093475,46.526757597873114,46.71565159743345,48.466106402688695,45.52898876459106,45.66522330966445,48.75570700689867,49.602897469124784,50.446797042303565,46.98783367047873,46.4512527927817,32.64988963857587,34.17234422360667,47.88568503329421,39.545740344103834,47.26235629923313,48.64603078192433,48.29751221245176,43.05780805038501,43.859981822896614,38.930381749847484,28.97628876939699,44.85050830900785,46.29342723639893,46.412304349412516,45.99815836085519,45.998157696363336,48.13175553183721,48.586350402749325,48.58644847101652,47.95893607467199,47.95159665748383,44.22767412702283,44.22761652460471,44.22793497853846,43.34853955751445,41.53963719513579,41.767685583404244,43.30287720885828,45.83858337841614,40.35564394612151,42.48858025522887,43.243278471580595,41.473959574800034,45.60116506209106,44.70869951370807,44.07669630110952,40.54717268901916,38.58075946013986,44.17598541248331,41.925597171027455,39.3909056565519,44.5075511439778,41.640084727229926,41.620620367387865,41.5952850324435,41.897472415303135,42.50555864648732,41.28706086332844,40.280656472508916,41.95649752169793,39.190048727564175,39.4004489591068,39.39952784672616,39.09467480979856,37.848263365907265,37.848416394310505,34.16031973055387,32.19944869656179,34.949637829348944,44.53302717877119,42.1708959649091,49.96268984860067,50.09596715433724,47.217880917683324,41.04157260608247,47.052915187264055,44.859321195108166,42.543118826705424,41.68791220641896,6.22837361413729,7.527051147163952,10.369537941557773,0.0,0.0,1
25200,28.91134827324847,39.6800418193876,10.456946214083075,42.88625437889836,6.434415969565045,7.850376324298161,65.81944420785973,65.81910526469943,65.81876632153913,41.9914434685866,40.967838407961956,42.67035152298747,44.439860594199104,46.09552097297408,46.53035752206184,48.32209561342237,45.36354843377606,45.53606169423312,48.81353883434774,49.57863951247182,50.51284740419429,47.05195288674091,46.522735896789655,32.7359358644113,34.2592493403982,47.971176712224924,40.132844892751955,48.21516260720358,50.8052418193876,49.10532582933137,43.76501268269731,44.52529433947856,39.19003899606517,29.229392362875426,44.8966146290632,46.32557286335724,46.43618017105796,46.02105858370362,46.02105756714131,48.154654254109445,48.606095647034365,48.6062458288764,47.981890765264765,47.974335284078556,44.26065547646675,44.26148382241354,44.26030973800379,43.37672147567491,41.54204586527125,41.775207814494664,43.29551735603836,45.84625186661494,40.27964878846266,42.41310798853651,43.16991813579707,41.36314577561136,45.572653230773646,44.675775536369656,44.04289069918373,40.545052296350875,38.55099351834768,44.156968463640986,41.896285152984994,39.38355644570244,44.52044884427636,41.659853741893016,41.63678072158736,41.59797836443827,41.89877707013513,42.50605870511477,41.287934174339654,40.35138821531126,42.02693218517032,39.27895175243536,39.51976262775448,39.519184651528306,39.21430343281608,37.97853402551136,37.978638182697715,34.30411586048713,32.410132616961576,35.16403676706858,44.45991332964208,42.08313308501848,49.82793724888239,49.94960858163939,47.23828821356363,41.0191093356987,47.064672111259284,44.88903169981294,42.51339367249836,41.65537186385399,6.434415886498407,7.850376299814975,10.456945529757938,0.0,0.0,1
28800,29.020329286885634,39.826488019113306,10.542185922010056,43.040249094499664,6.535174590637837,7.999387172293275,65.82828023212528,65.82794371037934,65.82760718863341,42.3429027805888,41.32842197290193,42.974730252004385,44.74265862846413,46.45056748013339,46.78036569548699,48.55407731380344,45.60372418588889,45.75671856483185,48.95424529238225,49.75403934683047,50.63541567801713,47.17093757399867,46.63923534462497,32.832410126573606,34.35582673087212,48.06849533223894,40.2596186687793,48.361477627716305,50.951688019113305,49.25458998123383,43.91480790137905,44.67519398979286,39.33955128445203,29.378967743303487,45.042890710558,46.47841638525938,46.59287369390559,46.1781945867733,46.17819375481629,48.31179104403287,48.76463986705029,48.76476271998761,48.13880030644732,48.13129205160686,44.41428421817931,44.414555578428676,44.41423822072178,43.53205852943964,41.70657640833039,41.93882769109857,43.466294919230656,46.01051118945186,40.48179488166214,42.61504865142453,43.37089693822634,41.58071955487411,45.74081210759427,44.84312139949801,44.209587224994124,40.71330988894364,38.721253990257225,44.34119600131793,42.07331039315925,39.57594658213517,44.72700345743158,41.87114294153904,41.850648695143754,41.818908673632684,42.120435623829685,42.72813920161462,41.5098189312075,40.5600987916715,42.23579855425669,39.483119955658324,39.71823662544788,39.71758711110095,39.412720671163406,38.17466471797056,38.174777922425115,34.49714702424277,32.587771224982795,35.339727158243626,44.65565759464684,42.28535698335728,50.05094870739617,50.177750817779696,47.39654417704963,41.19695715566941,47.22736799299178,45.04381400775539,42.68351374243703,41.82361046460584,6.5351744388092,7.99938712907619,10.542184970059282,0.0,0.0,1
