Meter_ID,Timestamp,Volume,Volume_with_Constant_Leakage,Volume_with_Variable_Leakage
mblr-2/00038203/volume,2019-02-20 15:00:00,48000.0,48005.0,48005.467455195736
mblr-2/00038203/volume,2019-02-20 16:00:00,48000.0,48005.0,48009.827366148034
mblr-2/00038203/volume,2019-02-20 17:00:00,48000.0,48005.0,48007.181038624
mblr-2/00038203/volume,2019-02-20 18:00:00,48000.0,48005.0,48006.63232512352
mblr-2/00038203/volume,2019-02-20 20:00:00,48000.0,48005.0,48004.81124950521
mblr-2/00038203/volume,2019-02-20 21:00:00,48000.0,48005.0,48007.71776033191
mblr-2/00038203/volume,2019-02-20 22:00:00,48000.0,48005.0,48009.80428117944
mblr-2/00038203/volume,2019-02-20 23:00:00,48000.0,48005.0,48004.839587305396
mblr-2/00038203/volume,2019-02-21 00:00:00,48000.0,48005.0,48004.54847871067
mblr-2/00038203/volume,2019-02-21 03:00:00,48000.0,48005.0,48009.7362059091
mblr-2/00038203/volume,2019-02-21 04:00:00,48000.0,48005.0,48009.061385079105
mblr-2/00038203/volume,2019-02-21 05:00:00,48000.0,48005.0,48005.923322274
mblr-2/00038203/volume,2019-02-21 06:00:00,48000.0,48005.0,48006.759887342516
mblr-2/00038203/volume,2019-02-21 07:00:00,48000.0,48005.0,48008.85928545287
mblr-2/00038203/volume,2019-02-21 08:00:00,48000.0,48005.0,48005.99353349449
mblr-2/00038203/volume,2019-02-21 09:00:00,49000.0,49005.0,49008.55644754981
mblr-2/00038203/volume,2019-02-21 10:00:00,49000.0,49005.0,49004.85182866728
mblr-2/00038203/volume,2019-02-21 11:00:00,49000.0,49005.0,49005.10221344552
mblr-2/00038203/volume,2019-02-21 12:00:00,49000.0,49005.0,49006.65081478834
mblr-2/00038203/volume,2019-02-21 13:00:00,49000.0,49005.0,49004.49902354881
mblr-2/00038203/volume,2019-02-21 14:00:00,49000.0,49005.0,49008.848958828465
mblr-2/00038203/volume,2019-02-21 15:00:00,49000.0,49005.0,49003.64150306518
mblr-2/00038203/volume,2019-02-21 16:00:00,49000.0,49005.0,49004.58627737856
mblr-2/00038203/volume,2019-02-21 17:00:00,49000.0,49005.0,49008.06207989121
mblr-2/00038203/volume,2019-02-21 19:00:00,49000.0,49005.0,49006.62898156426
mblr-2/00038203/volume,2019-02-21 20:00:00,49000.0,49005.0,49003.197925444074
mblr-2/00038203/volume,2019-02-21 21:00:00,49000.0,49005.0,49006.1692850465
mblr-2/00038203/volume,2019-02-21 22:00:00,49000.0,49005.0,49004.123746036945
mblr-2/00038203/volume,2019-02-21 23:00:00,49000.0,49005.0,49006.0296211157
mblr-2/00038203/volume,2019-02-22 00:00:00,49000.0,49005.0,49007.3924180034
mblr-2/00038203/volume,2019-02-22 01:00:00,49000.0,49005.0,49004.4396494953
mblr-2/00038203/volume,2019-02-22 02:00:00,49000.0,49005.0,49005.823809840556
mblr-2/00038203/volume,2019-02-22 03:00:00,49000.0,49005.0,49004.61537252455
mblr-2/00038203/volume,2019-02-22 05:00:00,49000.0,49005.0,49005.71753556392
mblr-2/00038203/volume,2019-02-22 06:00:00,49000.0,49005.0,49003.96565861003
mblr-2/00038203/volume,2019-02-22 09:00:00,49000.0,49005.0,49006.767521835754
mblr-2/00038203/volume,2019-02-22 10:00:00,49000.0,49005.0,49004.48700701012
mblr-2/00038203/volume,2019-02-22 11:00:00,49000.0,49005.0,49008.83651449878
mblr-2/00038203/volume,2019-02-22 12:00:00,49000.0,49005.0,49007.976170188995
mblr-2/00038203/volume,2019-02-22 13:00:00,49000.0,49005.0,49003.20741477975
mblr-2/00038203/volume,2019-02-22 14:00:00,49000.0,49005.0,49007.73768581042
mblr-2/00038203/volume,2019-02-22 15:00:00,49000.0,49005.0,49003.076243463474
mblr-2/00038203/volume,2019-02-22 16:00:00,49000.0,49005.0,49003.51458323678
mblr-2/00038203/volume,2019-02-22 17:00:00,49000.0,49005.0,49009.60338501622
mblr-2/00038203/volume,2019-02-22 18:00:00,50000.0,50005.0,50008.08552553359
mblr-2/00038203/volume,2019-02-22 19:00:00,50000.0,50005.0,50006.14462881738
mblr-2/00038203/volume,2019-02-22 20:00:00,50000.0,50005.0,50003.23945878474
mblr-2/00038203/volume,2019-02-22 21:00:00,50000.0,50005.0,50009.066779265246
mblr-2/00038203/volume,2019-02-22 22:00:00,50000.0,50005.0,50006.73992539877
mblr-2/00038203/volume,2019-02-22 23:00:00,50000.0,50005.0,50009.98037398434
mblr-2/00038203/volume,2019-02-23 00:00:00,50000.0,50005.0,50007.18744155681
mblr-2/00038203/volume,2019-02-23 04:00:00,50000.0,50005.0,50003.1344028569
mblr-2/00038203/volume,2019-02-23 05:00:00,50000.0,50005.0,50004.625158788724
mblr-2/00038203/volume,2019-02-23 06:00:00,50000.0,50005.0,50005.767219966816
mblr-2/00038203/volume,2019-02-23 07:00:00,50000.0,50005.0,50006.50425802049
mblr-2/00038203/volume,2019-02-23 08:00:00,50000.0,50005.0,50009.39211311879
mblr-2/00038203/volume,2019-02-23 09:00:00,50000.0,50005.0,50009.521489020124
mblr-2/00038203/volume,2019-02-23 10:00:00,50000.0,50005.0,50009.29312006921
mblr-2/00038203/volume,2019-02-23 11:00:00,50000.0,50005.0,50005.19968608889
mblr-2/00038203/volume,2019-02-23 12:00:00,50000.0,50005.0,50003.15401840594
mblr-2/00038203/volume,2019-02-23 13:00:00,50000.0,50005.0,50004.79791375113
mblr-2/00038203/volume,2019-02-23 14:00:00,50000.0,50005.0,50005.392715949856
mblr-2/00038203/volume,2019-02-23 15:00:00,50000.0,50005.0,50004.26879226578
mblr-2/00038203/volume,2019-02-23 16:00:00,50000.0,50005.0,50009.81284464842
mblr-2/00038203/volume,2019-02-23 17:00:00,50000.0,50005.0,50009.13654459149
mblr-2/00038203/volume,2019-02-23 18:00:00,50000.0,50005.0,50005.291617852396
mblr-2/00038203/volume,2019-02-23 19:00:00,50000.0,50005.0,50004.11041077394
mblr-2/00038203/volume,2019-02-23 20:00:00,50000.0,50005.0,50006.07752486891
mblr-2/00038203/volume,2019-02-23 21:00:00,50000.0,50005.0,50009.84381741224
