Meter_ID,Timestamp,Volume,Volume_with_Constant_Leakage,Volume_with_Variable_Leakage
mblr-2/00082840/volume,2019-02-22 19:00:00,1.0,6.0,4.145345684459376
mblr-2/00082840/volume,2019-02-22 21:00:00,1.0,6.0,7.33523570596093
mblr-2/00082840/volume,2019-02-22 23:00:00,1.0,6.0,5.100388294093553
mblr-2/00082840/volume,2019-02-23 01:00:00,1.0,6.0,5.095135857688603
mblr-2/00082840/volume,2019-02-23 03:00:00,1.0,6.0,8.74547597941695
mblr-2/00082840/volume,2019-02-23 04:00:00,1.0,6.0,5.811396466317587
mblr-2/00082840/volume,2019-02-23 05:00:00,1.0,6.0,9.87992104519429
mblr-2/00082840/volume,2019-02-23 07:00:00,1.0,6.0,7.60317988625955
mblr-2/00082840/volume,2019-02-23 09:00:00,1.0,6.0,8.25656511853581
mblr-2/00082840/volume,2019-02-23 11:00:00,1.0,6.0,6.246340526651222
mblr-2/00082840/volume,2019-02-23 13:00:00,1.0,6.0,5.566704475292527
mblr-2/00082840/volume,2019-02-23 15:00:00,1.0,6.0,5.112772094903823
mblr-2/00082840/volume,2019-02-23 17:00:00,1.0,6.0,8.949573683239837
mblr-2/00082840/volume,2019-02-23 18:00:00,1.0,6.0,8.82390662472114
mblr-2/00082840/volume,2019-02-23 19:00:00,1.0,6.0,7.4487373617634836
mblr-2/00082840/volume,2019-02-23 20:00:00,1.0,6.0,9.46916434013503
mblr-2/00082840/volume,2019-02-23 21:00:00,1.0,6.0,9.618143893835844
mblr-2/00082840/volume,2019-02-23 23:00:00,1.0,6.0,7.095257598245306
mblr-2/00082840/volume,2019-02-24 01:00:00,1.0,6.0,8.558084203676367
mblr-2/00082840/volume,2019-02-24 03:00:00,1.0,6.0,10.384733462917783
mblr-2/00082840/volume,2019-02-24 05:00:00,1.0,6.0,4.570153963154048
mblr-2/00082840/volume,2019-02-24 07:00:00,1.0,6.0,4.084904180282994
mblr-2/00082840/volume,2019-02-24 09:00:00,1.0,6.0,7.313531150248086
mblr-2/00082840/volume,2019-02-24 10:00:00,1.0,6.0,6.322177150433079
mblr-2/00082840/volume,2019-02-24 11:00:00,1.0,6.0,4.609046491814143
mblr-2/00082840/volume,2019-02-24 12:00:00,1.0,6.0,5.0483809746666966
mblr-2/00082840/volume,2019-02-24 13:00:00,1.0,6.0,5.8024915445953065
mblr-2/00082840/volume,2019-02-24 15:00:00,1.0,6.0,4.695772631045648
mblr-2/00082840/volume,2019-02-24 17:00:00,1.0,6.0,6.233557252298258
mblr-2/00082840/volume,2019-02-24 19:00:00,1.0,6.0,4.929599479610749
mblr-2/00082840/volume,2019-02-24 21:00:00,1.0,6.0,8.372857796341506
mblr-2/00082840/volume,2019-02-24 23:00:00,1.0,6.0,8.876365437781539
