Meter_ID,Timestamp,Volume,Volume_with_Constant_Leakage,Volume_with_Variable_Leakage
mblr-2/00038207/volume,2019-02-19 17:00:00,13000.0,13005.0,13004.534145112688
mblr-2/00038207/volume,2019-02-19 18:00:00,13000.0,13005.0,13003.395402816588
mblr-2/00038207/volume,2019-02-19 19:00:00,13000.0,13005.0,13007.25578781705
mblr-2/00038207/volume,2019-02-19 20:00:00,13000.0,13005.0,13006.081130529428
mblr-2/00038207/volume,2019-02-19 21:00:00,13000.0,13005.0,13004.408582576558
mblr-2/00038207/volume,2019-02-19 22:00:00,13000.0,13005.0,13006.324738546562
mblr-2/00038207/volume,2019-02-19 23:00:00,13000.0,13005.0,13004.312651301489
mblr-2/00038207/volume,2019-02-20 00:00:00,13000.0,13005.0,13009.693378923545
mblr-2/00038207/volume,2019-02-20 01:00:00,13000.0,13005.0,13009.263794200702
mblr-2/00038207/volume,2019-02-20 02:00:00,13000.0,13005.0,13006.659157561651
mblr-2/00038207/volume,2019-02-20 03:00:00,13000.0,13005.0,13006.145190954523
mblr-2/00038207/volume,2019-02-20 04:00:00,13000.0,13005.0,13004.971488959744
mblr-2/00038207/volume,2019-02-20 05:00:00,13000.0,13005.0,13008.065498961612
mblr-2/00038207/volume,2019-02-20 06:00:00,13000.0,13005.0,13003.964713155843
mblr-2/00038207/volume,2019-02-20 07:00:00,13000.0,13005.0,13008.16373460524
mblr-2/00038207/volume,2019-02-20 08:00:00,13000.0,13005.0,13006.192421563355
mblr-2/00038207/volume,2019-02-20 09:00:00,13000.0,13005.0,13006.95552398344
mblr-2/00038207/volume,2019-02-20 10:00:00,13000.0,13005.0,13007.814254081977
mblr-2/00038207/volume,2019-02-20 11:00:00,13000.0,13005.0,13008.1107809944
mblr-2/00038207/volume,2019-02-20 12:00:00,13000.0,13005.0,13007.761170794749
mblr-2/00038207/volume,2019-02-20 13:00:00,13000.0,13005.0,13005.157007537799
mblr-2/00038207/volume,2019-02-20 14:00:00,14000.0,14005.0,14004.043601773077
mblr-2/00038207/volume,2019-02-20 18:00:00,15000.0,15005.0,15005.086846813676
mblr-2/00038207/volume,2019-02-20 19:00:00,16000.0,16005.0,16004.2216893792
mblr-2/00038207/volume,2019-02-20 20:00:00,17000.0,17005.0,17009.015873192788
mblr-2/00038207/volume,2019-02-20 21:00:00,18000.0,18005.0,18003.455374523553
mblr-2/00038207/volume,2019-02-20 22:00:00,18000.0,18005.0,18007.003495173478
mblr-2/00038207/volume,2019-02-20 23:00:00,18000.0,18005.0,18009.458054810053
mblr-2/00038207/volume,2019-02-21 00:00:00,18000.0,18005.0,18009.819029661412
mblr-2/00038207/volume,2019-02-21 03:00:00,18000.0,18005.0,18009.19847883075
mblr-2/00038207/volume,2019-02-21 04:00:00,18000.0,18005.0,18006.501914024313
mblr-2/00038207/volume,2019-02-21 05:00:00,18000.0,18005.0,18007.2960851334
mblr-2/00038207/volume,2019-02-21 06:00:00,18000.0,18005.0,18004.033660618046
mblr-2/00038207/volume,2019-02-21 07:00:00,18000.0,18005.0,18004.484116269476
mblr-2/00038207/volume,2019-02-21 08:00:00,18000.0,18005.0,18004.54777475504
mblr-2/00038207/volume,2019-02-21 09:00:00,18000.0,18005.0,18006.74166645469
mblr-2/00038207/volume,2019-02-21 10:00:00,18000.0,18005.0,18006.880357641396
mblr-2/00038207/volume,2019-02-21 11:00:00,18000.0,18005.0,18004.514023791293
mblr-2/00038207/volume,2019-02-21 12:00:00,19000.0,19005.0,19004.33234020021
mblr-2/00038207/volume,2019-02-21 16:00:00,20000.0,20005.0,20008.282924324136
mblr-2/00038207/volume,2019-02-21 17:00:00,20000.0,20005.0,20004.726533374265
mblr-2/00038207/volume,2019-02-21 18:00:00,20000.0,20005.0,20007.087058137226
mblr-2/00038207/volume,2019-02-21 20:00:00,20000.0,20005.0,20004.4508145022
mblr-2/00038207/volume,2019-02-21 21:00:00,20000.0,20005.0,20006.565770432055
mblr-2/00038207/volume,2019-02-21 22:00:00,20000.0,20005.0,20007.34445080634
mblr-2/00038207/volume,2019-02-21 23:00:00,20000.0,20005.0,20009.834608766567
mblr-2/00038207/volume,2019-02-22 00:00:00,20000.0,20005.0,20003.821751493364
mblr-2/00038207/volume,2019-02-22 02:00:00,20000.0,20005.0,20007.938712846328
mblr-2/00038207/volume,2019-02-22 03:00:00,20000.0,20005.0,20008.140138687148
mblr-2/00038207/volume,2019-02-22 04:00:00,20000.0,20005.0,20004.5559584225
mblr-2/00038207/volume,2019-02-22 05:00:00,20000.0,20005.0,20005.84055436234
mblr-2/00038207/volume,2019-02-22 06:00:00,20000.0,20005.0,20007.964376063035
mblr-2/00038207/volume,2019-02-22 07:00:00,20000.0,20005.0,20007.98182022341
mblr-2/00038207/volume,2019-02-22 08:00:00,20000.0,20005.0,20006.506936136917
mblr-2/00038207/volume,2019-02-22 09:00:00,20000.0,20005.0,20007.88231399237
mblr-2/00038207/volume,2019-02-22 10:00:00,20000.0,20005.0,20006.797955525388
mblr-2/00038207/volume,2019-02-22 12:00:00,21000.0,21005.0,21003.813649382257
mblr-2/00038207/volume,2019-02-22 15:00:00,21000.0,21005.0,21008.441488595177
mblr-2/00038207/volume,2019-02-22 16:00:00,21000.0,21005.0,21004.833330734135
mblr-2/00038207/volume,2019-02-22 17:00:00,21000.0,21005.0,21009.815468862926
mblr-2/00038207/volume,2019-02-22 18:00:00,21000.0,21005.0,21008.636504271017
mblr-2/00038207/volume,2019-02-22 19:00:00,21000.0,21005.0,21008.303188854545
mblr-2/00038207/volume,2019-02-22 20:00:00,22000.0,22005.0,22008.555747150844
mblr-2/00038207/volume,2019-02-22 22:00:00,22000.0,22005.0,22005.71233465349
mblr-2/00038207/volume,2019-02-22 23:00:00,22000.0,22005.0,22003.48514323465
mblr-2/00038207/volume,2019-02-23 00:00:00,22000.0,22005.0,22005.78587400426
mblr-2/00038207/volume,2019-02-23 01:00:00,22000.0,22005.0,22005.275714343512
mblr-2/00038207/volume,2019-02-23 02:00:00,22000.0,22005.0,22004.523532621402
mblr-2/00038207/volume,2019-02-23 03:00:00,22000.0,22005.0,22005.367545270572
mblr-2/00038207/volume,2019-02-23 04:00:00,22000.0,22005.0,22007.638564730354
mblr-2/00038207/volume,2019-02-23 05:00:00,22000.0,22005.0,22003.44432475363
mblr-2/00038207/volume,2019-02-23 06:00:00,22000.0,22005.0,22005.18473417243
mblr-2/00038207/volume,2019-02-23 07:00:00,22000.0,22005.0,22005.052978751184
mblr-2/00038207/volume,2019-02-23 08:00:00,22000.0,22005.0,22004.469757610328
mblr-2/00038207/volume,2019-02-23 09:00:00,22000.0,22005.0,22009.284556858624
mblr-2/00038207/volume,2019-02-23 10:00:00,22000.0,22005.0,22008.988552838247
mblr-2/00038207/volume,2019-02-23 11:00:00,22000.0,22005.0,22007.58228120529
mblr-2/00038207/volume,2019-02-23 12:00:00,22000.0,22005.0,22008.658697699386
mblr-2/00038207/volume,2019-02-23 13:00:00,22000.0,22005.0,22007.959174307736
mblr-2/00038207/volume,2019-02-23 14:00:00,22000.0,22005.0,22003.482695665567
mblr-2/00038207/volume,2019-02-23 15:00:00,22000.0,22005.0,22008.708695515874
mblr-2/00038207/volume,2019-02-23 16:00:00,22000.0,22005.0,22006.210357663243
mblr-2/00038207/volume,2019-02-23 17:00:00,22000.0,22005.0,22006.549170175796
mblr-2/00038207/volume,2019-02-23 18:00:00,22000.0,22005.0,22009.850868766942
mblr-2/00038207/volume,2019-02-23 19:00:00,22000.0,22005.0,22009.668682524098
mblr-2/00038207/volume,2019-02-23 20:00:00,22000.0,22005.0,22005.016059475227
mblr-2/00038207/volume,2019-02-23 21:00:00,22000.0,22005.0,22005.60678375209
mblr-2/00038207/volume,2019-02-23 22:00:00,22000.0,22005.0,22003.176290160543
mblr-2/00038207/volume,2019-02-23 23:00:00,22000.0,22005.0,22005.960925336723
mblr-2/00038207/volume,2019-02-24 00:00:00,22000.0,22005.0,22005.034476395464
mblr-2/00038207/volume,2019-02-24 01:00:00,22000.0,22005.0,22003.319155690962
mblr-2/00038207/volume,2019-02-24 02:00:00,22000.0,22005.0,22005.263023728578
mblr-2/00038207/volume,2019-02-24 03:00:00,22000.0,22005.0,22007.130881317004
mblr-2/00038207/volume,2019-02-24 04:00:00,22000.0,22005.0,22005.748840349137
mblr-2/00038207/volume,2019-02-24 05:00:00,22000.0,22005.0,22004.62410759992
mblr-2/00038207/volume,2019-02-24 06:00:00,22000.0,22005.0,22003.523294500203
mblr-2/00038207/volume,2019-02-24 07:00:00,22000.0,22005.0,22008.634986646754
mblr-2/00038207/volume,2019-02-24 08:00:00,22000.0,22005.0,22004.545063794132
mblr-2/00038207/volume,2019-02-24 10:00:00,22000.0,22005.0,22008.99166695353
mblr-2/00038207/volume,2019-02-24 11:00:00,22000.0,22005.0,22005.593491035997
mblr-2/00038207/volume,2019-02-24 12:00:00,22000.0,22005.0,22009.50854308071
mblr-2/00038207/volume,2019-02-24 13:00:00,22000.0,22005.0,22009.94455886088
mblr-2/00038207/volume,2019-02-24 14:00:00,22000.0,22005.0,22006.88925887324
mblr-2/00038207/volume,2019-02-24 15:00:00,22000.0,22005.0,22006.723463774317
mblr-2/00038207/volume,2019-02-24 16:00:00,22000.0,22005.0,22005.522431439957
mblr-2/00038207/volume,2019-02-24 17:00:00,22000.0,22005.0,22009.282713110442
mblr-2/00038207/volume,2019-02-24 18:00:00,22000.0,22005.0,22005.03369985099
mblr-2/00038207/volume,2019-02-24 19:00:00,22000.0,22005.0,22007.13807379412
mblr-2/00038207/volume,2019-02-24 20:00:00,22000.0,22005.0,22007.364243283868
mblr-2/00038207/volume,2019-02-24 21:00:00,22000.0,22005.0,22009.61741803625
mblr-2/00038207/volume,2019-02-24 22:00:00,22000.0,22005.0,22005.976834317495
mblr-2/00038207/volume,2019-02-24 23:00:00,22000.0,22005.0,22004.852048674067
mblr-2/00038207/volume,2019-02-25 00:00:00,22000.0,22005.0,22005.567864108558
mblr-2/00038207/volume,2019-02-25 01:00:00,22000.0,22005.0,22007.904180301954
mblr-2/00038207/volume,2019-02-25 02:00:00,22000.0,22005.0,22004.618596617638
mblr-2/00038207/volume,2019-02-25 03:00:00,22000.0,22005.0,22006.4618747581
mblr-2/00038207/volume,2019-02-25 04:00:00,22000.0,22005.0,22003.321785096392
mblr-2/00038207/volume,2019-02-25 05:00:00,22000.0,22005.0,22007.266927932647
mblr-2/00038207/volume,2019-02-25 06:00:00,22000.0,22005.0,22006.476859591992
mblr-2/00038207/volume,2019-02-25 07:00:00,22000.0,22005.0,22006.262257421782
mblr-2/00038207/volume,2019-02-25 08:00:00,22000.0,22005.0,22004.56800108252
mblr-2/00038207/volume,2019-02-25 09:00:00,22000.0,22005.0,22007.95279289862
mblr-2/00038207/volume,2019-02-25 14:00:00,28000.0,28005.0,28009.325412163395
mblr-2/00038207/volume,2019-02-25 15:00:00,28000.0,28005.0,28005.159547510033
mblr-2/00038207/volume,2019-02-25 16:00:00,29000.0,29005.0,29009.91115755051
mblr-2/00038207/volume,2019-02-25 18:00:00,29000.0,29005.0,29003.76302210748
mblr-2/00038207/volume,2019-02-25 19:00:00,29000.0,29005.0,29004.956619954388
mblr-2/00038207/volume,2019-02-25 20:00:00,29000.0,29005.0,29004.99180916634
mblr-2/00038207/volume,2019-02-25 21:00:00,29000.0,29005.0,29007.772678146823
mblr-2/00038207/volume,2019-02-25 22:00:00,29000.0,29005.0,29003.626404041774
mblr-2/00038207/volume,2019-02-25 23:00:00,29000.0,29005.0,29007.125209755424
mblr-2/00038207/volume,2019-02-26 00:00:00,29000.0,29005.0,29009.510925649276
mblr-2/00038207/volume,2019-02-26 01:00:00,29000.0,29005.0,29009.46991225116
mblr-2/00038207/volume,2019-02-26 02:00:00,29000.0,29005.0,29009.936407353845
mblr-2/00038207/volume,2019-02-26 03:00:00,29000.0,29005.0,29008.85340808135
mblr-2/00038207/volume,2019-02-26 04:00:00,29000.0,29005.0,29004.844699644018
mblr-2/00038207/volume,2019-02-26 05:00:00,29000.0,29005.0,29004.156064037732
mblr-2/00038207/volume,2019-02-26 06:00:00,30000.0,30005.0,30003.41915691102
mblr-2/00038207/volume,2019-02-26 07:00:00,30000.0,30005.0,30005.30819921614
mblr-2/00038207/volume,2019-02-26 08:00:00,30000.0,30005.0,30009.614713922867
mblr-2/00038207/volume,2019-02-26 09:00:00,30000.0,30005.0,30006.945639935086
mblr-2/00038207/volume,2019-02-26 10:00:00,30000.0,30005.0,30005.404737495803
mblr-2/00038207/volume,2019-02-26 13:00:00,31000.0,31005.0,31003.041866245225
mblr-2/00038207/volume,2019-02-26 14:00:00,31000.0,31005.0,31007.027412673884
mblr-2/00038207/volume,2019-02-26 15:00:00,31000.0,31005.0,31009.756876405663
mblr-2/00038207/volume,2019-02-26 17:00:00,31000.0,31005.0,31009.96742413583
mblr-2/00038207/volume,2019-02-26 18:00:00,31000.0,31005.0,31006.834660195665
mblr-2/00038207/volume,2019-02-26 19:00:00,31000.0,31005.0,31008.792094618533
mblr-2/00038207/volume,2019-02-26 20:00:00,31000.0,31005.0,31003.835182119834
mblr-2/00038207/volume,2019-02-27 02:00:00,31000.0,31005.0,31009.938470056793
mblr-2/00038207/volume,2019-02-27 03:00:00,31000.0,31005.0,31006.7602704955
mblr-2/00038207/volume,2019-02-27 04:00:00,31000.0,31005.0,31005.703443773535
mblr-2/00038207/volume,2019-02-27 05:00:00,31000.0,31005.0,31005.59824544709
mblr-2/00038207/volume,2019-02-27 06:00:00,31000.0,31005.0,31008.67603639316
mblr-2/00038207/volume,2019-02-27 07:00:00,31000.0,31005.0,31009.534189127815
mblr-2/00038207/volume,2019-02-27 08:00:00,31000.0,31005.0,31009.804941570266
mblr-2/00038207/volume,2019-02-27 09:00:00,31000.0,31005.0,31007.18459879159
mblr-2/00038207/volume,2019-02-27 10:00:00,31000.0,31005.0,31006.770276624284
mblr-2/00038207/volume,2019-02-27 11:00:00,32000.0,32005.0,32005.09453583832
mblr-2/00038207/volume,2019-02-27 12:00:00,32000.0,32005.0,32007.848701378858
mblr-2/00038207/volume,2019-02-27 13:00:00,32000.0,32005.0,32004.02465976595
mblr-2/00038207/volume,2019-02-27 14:00:00,32000.0,32005.0,32009.93787602995
mblr-2/00038207/volume,2019-02-27 15:00:00,32000.0,32005.0,32009.19277705433
mblr-2/00038207/volume,2019-02-27 16:00:00,32000.0,32005.0,32007.324957941604
mblr-2/00038207/volume,2019-02-27 17:00:00,32000.0,32005.0,32006.013745982877
mblr-2/00038207/volume,2019-02-27 18:00:00,32000.0,32005.0,32008.97216743998
mblr-2/00038207/volume,2019-02-27 19:00:00,32000.0,32005.0,32007.27269802177
mblr-2/00038207/volume,2019-02-27 20:00:00,32000.0,32005.0,32009.309808168502
mblr-2/00038207/volume,2019-02-27 21:00:00,32000.0,32005.0,32005.541634421646
mblr-2/00038207/volume,2019-02-27 22:00:00,32000.0,32005.0,32008.9708444105
mblr-2/00038207/volume,2019-02-27 23:00:00,32000.0,32005.0,32003.028978571027
mblr-2/00038207/volume,2019-02-28 00:00:00,32000.0,32005.0,32004.292464938895
mblr-2/00038207/volume,2019-02-28 01:00:00,32000.0,32005.0,32008.50776601791
mblr-2/00038207/volume,2019-02-28 02:00:00,32000.0,32005.0,32008.43621162553
mblr-2/00038207/volume,2019-02-28 03:00:00,32000.0,32005.0,32006.142489279882
mblr-2/00038207/volume,2019-02-28 04:00:00,32000.0,32005.0,32004.217778711012
mblr-2/00038207/volume,2019-02-28 05:00:00,32000.0,32005.0,32003.358375384218
mblr-2/00038207/volume,2019-02-28 06:00:00,33000.0,33005.0,33005.3097635513
mblr-2/00038207/volume,2019-02-28 07:00:00,33000.0,33005.0,33007.46432192279
mblr-2/00038207/volume,2019-02-28 08:00:00,33000.0,33005.0,33005.74728026317
mblr-2/00038207/volume,2019-02-28 09:00:00,33000.0,33005.0,33009.02953588714
mblr-2/00038207/volume,2019-02-28 10:00:00,33000.0,33005.0,33003.77362017159
mblr-2/00038207/volume,2019-02-28 11:00:00,33000.0,33005.0,33004.55924267088
mblr-2/00038207/volume,2019-02-28 12:00:00,33000.0,33005.0,33008.13758072697
mblr-2/00038207/volume,2019-02-28 13:00:00,33000.0,33005.0,33007.666773607336
mblr-2/00038207/volume,2019-02-28 14:00:00,34000.0,34005.0,34006.15735985391
mblr-2/00038207/volume,2019-02-28 15:00:00,35000.0,35005.0,35009.50051616848
mblr-2/00038207/volume,2019-02-28 16:00:00,37000.0,37005.0,37003.32090056306
mblr-2/00038207/volume,2019-02-28 17:00:00,37000.0,37005.0,37003.66791926025
mblr-2/00038207/volume,2019-02-28 18:00:00,37000.0,37005.0,37003.18411978292
mblr-2/00038207/volume,2019-02-28 19:00:00,37000.0,37005.0,37007.28735888749
mblr-2/00038207/volume,2019-02-28 20:00:00,37000.0,37005.0,37003.80685769277
mblr-2/00038207/volume,2019-02-28 21:00:00,37000.0,37005.0,37008.92199140774
mblr-2/00038207/volume,2019-02-28 22:00:00,37000.0,37005.0,37006.892677031414
mblr-2/00038207/volume,2019-02-28 23:00:00,37000.0,37005.0,37004.20345382222
mblr-2/00038207/volume,2019-03-01 00:00:00,37000.0,37005.0,37007.65367360151
mblr-2/00038207/volume,2019-03-01 01:00:00,37000.0,37005.0,37007.96002811954
mblr-2/00038207/volume,2019-03-01 02:00:00,37000.0,37005.0,37009.56273931185
mblr-2/00038207/volume,2019-03-01 03:00:00,37000.0,37005.0,37004.07702332471
mblr-2/00038207/volume,2019-03-01 04:00:00,37000.0,37005.0,37004.89504110523
mblr-2/00038207/volume,2019-03-01 05:00:00,37000.0,37005.0,37003.553139173986
mblr-2/00038207/volume,2019-03-01 06:00:00,37000.0,37005.0,37008.02969599529
mblr-2/00038207/volume,2019-03-01 07:00:00,37000.0,37005.0,37009.85295054996
mblr-2/00038207/volume,2019-03-01 08:00:00,37000.0,37005.0,37004.384885949024
mblr-2/00038207/volume,2019-03-01 09:00:00,37000.0,37005.0,37009.27973369233
mblr-2/00038207/volume,2019-03-01 10:00:00,38000.0,38005.0,38008.496246071816
mblr-2/00038207/volume,2019-03-01 11:00:00,39000.0,39005.0,39004.07276328103
mblr-2/00038207/volume,2019-03-01 12:00:00,40000.0,40005.0,40007.65122828288
mblr-2/00038207/volume,2019-03-01 13:00:00,41000.0,41005.0,41003.85214422605
mblr-2/00038207/volume,2019-03-01 14:00:00,41000.0,41005.0,41005.68003368825
mblr-2/00038207/volume,2019-03-01 15:00:00,41000.0,41005.0,41008.359277554555
mblr-2/00038207/volume,2019-03-01 16:00:00,41000.0,41005.0,41009.557101541766
